0.000000 0.025000 -65.006888 
0.000000 0.050000 -64.987922 
0.000000 0.075000 -64.969321 
0.000000 0.100000 -64.955491 
0.000000 0.125000 -64.936908 
0.000000 0.150000 -64.915374 
0.000000 0.175000 -64.880745 
0.000000 0.200000 -64.846220 
0.000000 0.225000 -64.816104 
0.000000 0.250000 -64.786806 
0.000000 0.275000 -64.761524 
0.000000 0.300000 -64.739851 
0.000000 0.325000 -64.729149 
0.000000 0.350000 -64.713764 
0.000000 0.375000 -64.704537 
0.000000 0.400000 -64.690555 
0.000000 0.425000 -64.669016 
0.000000 0.450000 -64.648677 
0.000000 0.475000 -64.627694 
0.000000 0.500000 -64.597256 
0.000000 0.525000 -64.567911 
0.000000 0.550000 -64.543743 
0.000000 0.575000 -64.516824 
0.000000 0.600000 -64.487374 
0.000000 0.625000 -64.463089 
0.000000 0.650000 -64.440145 
0.000000 0.675000 -64.413521 
0.000000 0.700000 -64.383164 
0.000000 0.725000 -64.353717 
0.000000 0.750000 -64.329854 
0.000000 0.775000 -64.302105 
0.000000 0.800000 -64.271430 
0.000000 0.825000 -64.245415 
0.000000 0.850000 -64.217171 
0.000000 0.875000 -64.181436 
0.000000 0.900000 -64.138899 
0.000000 0.925000 -64.098432 
0.000000 0.950000 -64.062754 
0.000000 0.975000 -64.024770 
0.000000 1.000000 -63.986156 
0.000000 1.025000 -63.943577 
0.000000 1.050000 -63.899334 
0.000000 1.075000 -63.864674 
0.000000 1.100000 -63.831662 
0.000000 1.125000 -63.802971 
0.000000 1.150000 -63.780112 
0.000000 1.175000 -63.753589 
0.000000 1.200000 -63.723586 
0.000000 1.225000 -63.697046 
0.000000 1.250000 -63.672656 
0.000000 1.275000 -63.648472 
0.000000 1.300000 -63.624323 
0.000000 1.325000 -63.594056 
0.000000 1.350000 -63.560275 
0.000000 1.375000 -63.520139 
0.000000 1.400000 -63.478118 
0.000000 1.425000 -63.439006 
0.000000 1.450000 -63.396422 
0.000000 1.475000 -63.355284 
0.000000 1.500000 -63.317557 
0.000000 1.525000 -63.275792 
0.000000 1.550000 -63.237561 
0.000000 1.575000 -63.199283 
0.000000 1.600000 -63.163141 
0.000000 1.625000 -63.129902 
0.000000 1.650000 -63.100951 
0.000000 1.675000 -63.073051 
0.000000 1.700000 -63.038118 
0.000000 1.725000 -63.001015 
0.000000 1.750000 -62.966445 
0.000000 1.775000 -62.934089 
0.000000 1.800000 -62.898685 
